Ticket.ID,Ticket.Created,Date.of.Issue,Time.of.Issue,Form,Method,Issue,Caller.ID.Number,Type.of.Call.or.Messge,Advertiser.Business.Number,Zip,Location..Center.point.of.the.Zip.Code.
1107216,07/27/2016 10:42:51 PM +0000,7/27/2016,NA,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),NA,Prerecorded Voice,888-982-2929,85006,"AZ 85006
(33.4655, -112.04818)"
1000787,05/25/2016 05:00:03 PM +0000,5/25/2016,11:44 A.M.,Phone,Wireless (cell phone/other mobile device),Robocalls,844-952-0909,Prerecorded Voice,855-904-7781,22202,"VA 22202
(38.857857, -77.055713)"
1002281,05/26/2016 01:10:06 AM +0000,5/25/2016,5:00 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,NA,Abandoned Calls,562-412-2712,92596,"CA 92596
(33.638018, -117.08888)"
1001036,05/25/2016 06:04:50 PM +0000,5/25/2016,11:48 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),580-233-6186,Live Voice,NA,78028,"TX 78028
(30.034032, -99.141107)"
1106837,07/27/2016 08:50:17 PM +0000,7/27/2016,12:53 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),NA,Live Voice,NA,90620,"CA 90620
(33.843645, -118.011847)"
1001065,05/25/2016 06:13:06 PM +0000,5/24/2016,9:21 a.m.,Phone,Wired,Telemarketing (including do not call and spoofing),954-564-2488,Prerecorded Voice,NA,81432,"CO 81432
(38.132005, -107.789959)"
1106120,07/27/2016 04:50:38 PM +0000,7/27/2016,8:00 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),212-465-9832,Prerecorded Voice,NA,93389,"CA 93389
(35.373405, -119.018911)"
1001599,05/25/2016 08:53:12 PM +0000,5/25/2016,1:00 PM,Phone,Wired,Telemarketing (including do not call and spoofing),NA,Live Voice,NA,42044,"KY 42044
(36.961714, -88.273228)"
1002340,05/26/2016 01:55:47 AM +0000,5/24/2016,12:40 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,NA,Abandoned Calls,860-822-2600,653,"CT 00653-1605
(17.992983, -66.898712)"
1105969,07/27/2016 04:00:28 PM +0000,7/27/2016,10:45 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),NA,Live Voice,480-381-7205,30115,"GA 30115
(34.207299, -84.412635)"
1001695,05/25/2016 09:23:28 PM +0000,5/24/2016,1:00 PM,Phone,Wired,Robocalls,619-981-7899,Abandoned Calls,NA,91942,"CA 91942
(32.776506, -117.022314)"
1108319,07/28/2016 04:52:20 PM +0000,7/28/2016,10:30 AM,Phone,Wired,Robocalls,347-527-4466,Prerecorded Voice,NA,21122,"MD 21122
(39.124897, -76.514013)"
1000923,05/25/2016 05:35:25 PM +0000,5/25/2016,8:03 a.m.,Phone,Wired,Telemarketing (including do not call and spoofing),360-667-6098,Prerecorded Voice,360-667-6098,11201,"NY 11201
(40.695512, -73.989513)"
1000957,05/25/2016 05:43:20 PM +0000,5/24/2016,9:30 P.M.,Phone,Wired,Telemarketing (including do not call and spoofing),310-294-3744,Live Voice,942-327-6159,92586,"CA 92586
(33.707315, -117.197866)"
1002338,05/26/2016 01:51:16 AM +0000,5/24/2016,1:56 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,NA,Abandoned Calls,219-712-9133,653,"CT 00653-1605
(17.992983, -66.898712)"
1001546,05/25/2016 08:36:18 PM +0000,5/25/2016,1:28 PM,Phone,Wired,Robocalls,559-236-3191,Prerecorded Voice,559-236-3191,87506,"NM 87506
(35.797764, -106.017869)"
1001640,05/25/2016 09:05:18 PM +0000,5/25/2016,2:49 p.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),610-743-3242,Prerecorded Voice,NA,70444,"LA 70444
(30.907118, -90.477941)"
1001728,05/25/2016 09:32:25 PM +0000,5/25/2016,7:31 AM,Phone,Internet (VOIP),Telemarketing (including do not call and spoofing),NA,Live Voice,972-666-8436,20879,"MD 20879
(39.169098, -77.182742)"
1105922,07/27/2016 03:32:55 PM +0000,7/27/2016,10:13 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),408-223-5639,Prerecorded Voice,408-223-5639,20744,"MD 20744
(38.753969, -76.98503)"
1105853,07/27/2016 02:49:08 PM +0000,7/27/2016,9:45 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),203-405-9858,Prerecorded Voice,NA,2136,"MA 02136
(42.255035, -71.123443)"
1106119,07/27/2016 04:50:33 PM +0000,7/27/2016,8:08 AM,Phone,Internet (VOIP),Telemarketing (including do not call and spoofing),240-787-8206,Prerecorded Voice,240-787-8206,85083,"AZ 85083
(33.725781, -112.166872)"
1143644,08/17/2016 06:17:35 PM +0000,8/14/2016,2:22 A.M.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),307-620-0678,Prerecorded Voice,307-620-0678,11201,"NY 11201
(40.695512, -73.989513)"
1002105,05/25/2016 11:42:12 PM +0000,5/25/2016,4:50 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,877-435-6817,Prerecorded Voice,877-435-6817,34286,"FL 34286
(27.072672, -82.158228)"
1000370,05/25/2016 01:55:37 PM +0000,5/24/2016,8:30 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),204-654-2858,Live Voice,NA,25541,"WV 25541
(38.446529, -82.135181)"
1002254,05/26/2016 12:55:21 AM +0000,5/25/2016,4:23 p.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),559-334-7533,Live Voice,NA,90046,"CA 90046
(34.105325, -118.364441)"
1000726,05/25/2016 04:34:26 PM +0000,5/25/2016,11:30 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,610-743-4769,Prerecorded Voice,NA,1370,"MA 01370
(42.600428, -72.73048)"
1002389,05/26/2016 02:28:41 AM +0000,5/23/2016,12:35 PM,Phone,Wired,Telemarketing (including do not call and spoofing),415-221-0110,Live Voice,NA,94116,"CA 94116
(37.744235, -122.485994)"
1107530,07/28/2016 12:48:55 AM +0000,7/27/2016,7:04 p.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),323-654-3212,Live Voice,323-989-8888,7621,"NJ 07621
(40.924404, -73.998913)"
1001660,05/25/2016 09:12:50 PM +0000,5/25/2016,2:00 P.M.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),618-855-1094,Live Voice,618-855-1094,62521,"IL 62521
(39.820124, -88.928324)"
1001243,05/25/2016 07:10:11 PM +0000,5/25/2016,11:01 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,610-743-4769,Prerecorded Voice,NA,98056,"WA 98056
(47.510245, -122.183961)"
1001579,05/25/2016 08:48:26 PM +0000,5/25/2016,7:21 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,330-423-0403,Prerecorded Voice,330-423-0403,89436,"NV 89436
(39.602795, -119.706882)"
1106879,07/27/2016 09:01:16 PM +0000,7/27/2016,2:50 p.m.,Phone,Wired,Telemarketing (including do not call and spoofing),217-481-0832,Prerecorded Voice,NA,61821,"IL 61821
(40.109288, -88.274207)"
1001226,05/25/2016 07:03:50 PM +0000,5/25/2016,2:00 AM,Phone,Wired,Robocalls,623-432-8065,Abandoned Calls,623-432-8065,8691,"NJ 08691
(40.209647, -74.607223)"
1001485,05/25/2016 08:13:37 PM +0000,5/25/2016,3:05 PM,Phone,Wired,Robocalls,660-324-6019,Prerecorded Voice,NA,22902,"VA 22902
(37.979479, -78.478284)"
1060308,06/29/2016 01:29:30 AM +0000,6/27/2016,7:37 PM,Phone,Wired,Robocalls,360-534-1114,Prerecorded Voice,NA,98682,"WA 98682
(45.670446, -122.508465)"
1107542,07/28/2016 12:55:42 AM +0000,7/27/2016,7:30 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),423-405-1204,Prerecorded Voice,NA,18104,"PA 18104
(40.60276, -75.537329)"
1182448,09/08/2016 04:42:35 PM +0000,9/8/2016,8:00 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),954-990-0749,Abandoned Calls,954-990-0749,79936,"TX 79936
(31.762657, -106.293212)"
1106926,07/27/2016 09:16:11 PM +0000,7/27/2016,NA,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),814-444-8815,Abandoned Calls,NA,16635,"PA 16635
(40.4157, -78.45712)"
1106622,07/27/2016 07:39:37 PM +0000,7/27/2016,2:30 p.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),651-404-7454,Live Voice,NA,30339,"GA 30339
(33.879512, -84.464196)"
1002099,05/25/2016 11:39:06 PM +0000,5/25/2016,3:30 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),702-747-9838,Prerecorded Voice,NA,89074,"NV 89074
(36.036907, -115.085116)"
1002266,05/26/2016 12:59:10 AM +0000,5/25/2016,7:54 PM,Phone,Wired,Telemarketing (including do not call and spoofing),NA,Live Voice,NA,27517,"NC 27517
(35.866503, -79.031008)"
1000908,05/25/2016 05:31:39 PM +0000,5/18/2016,NA,Phone,Wireless (cell phone/other mobile device),Robocalls,NA,Prerecorded Voice,800-600-3840,55369,"MN 55369
(45.118596, -93.437909)"
1001290,05/25/2016 07:26:20 PM +0000,5/25/2016,2:09 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),270-282-8787,Prerecorded Voice,NA,42701,"KY 42701
(37.706889, -85.852319)"
1001394,05/25/2016 07:48:46 PM +0000,5/10/2016,10:06 a.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),845-302-1656,Abandoned Calls,NA,14901,"NY 14901
(42.080995, -76.765553)"
1106382,07/27/2016 06:20:18 PM +0000,7/27/2016,1:10 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),561-414-8858,Prerecorded Voice,NA,33467,"FL 33467
(26.593714, -80.173599)"
1028338,06/09/2016 09:05:05 PM +0000,6/9/2016,3:00 p.m.,Phone,Wired,Telemarketing (including do not call and spoofing),936-367-4090,Live Voice,936-367-4090,72301,"AR 72301-2136
(35.155844, -90.171008)"
1001088,05/25/2016 06:21:59 PM +0000,5/25/2016,12:10 p.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),NA,Live Voice,801-341-3328,78748,"TX 78748
(30.166107, -97.825259)"
1107375,07/27/2016 11:33:22 PM +0000,7/27/2016,3:23 p.m.,Phone,Wireless (cell phone/other mobile device),Robocalls,206-866-0374,Prerecorded Voice,NA,95035,"CA 95035
(37.43669, -121.886606)"
1028327,06/09/2016 08:58:25 PM +0000,6/9/2016,3:21 PM,Phone,Internet (VOIP),Telemarketing (including do not call and spoofing),360-203-0010,Live Voice,360-203-0010,43062,"OH 43062
(40.003582, -82.680427)"
1001897,05/25/2016 10:24:48 PM +0000,5/25/2016,5:00 PM,Phone,Wired,Telemarketing (including do not call and spoofing),315-825-8947,Live Voice,NA,21234,"MD 21234
(39.390316, -76.537943)"
1002428,05/26/2016 02:43:12 AM +0000,5/25/2016,11:30 AM,Phone,Wired,Telemarketing (including do not call and spoofing),208-908-0567,Prerecorded Voice,NA,7465,"NJ 07465
(41.054593, -74.279938)"
1000816,05/25/2016 05:05:58 PM +0000,5/25/2016,10:35 a.m.,Phone,Wired,Telemarketing (including do not call and spoofing),872-240-8540,Prerecorded Voice,NA,60187,"IL 60187
(41.872013, -88.109951)"
1000555,05/25/2016 03:44:01 PM +0000,5/17/2016,1:50 PM,Phone,NA,Telemarketing (including do not call and spoofing),779-203-9988,NA,NA,29360,"SC 29360
(34.501192, -82.033317)"
1182203,09/08/2016 03:06:34 PM +0000,9/8/2016,8:30 AM,Phone,Wired,Telemarketing (including do not call and spoofing),858-900-3090,Abandoned Calls,858-900-3090,16361,"PA 16361
(41.385596, -79.32165)"
1001645,05/25/2016 09:06:20 PM +0000,5/25/2016,2:49 PM,Phone,Wired,Telemarketing (including do not call and spoofing),NA,Live Voice,NA,32615,"FL 32615
(29.80391, -82.49468)"
1182400,09/08/2016 04:30:54 PM +0000,9/8/2016,11:19 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,770-282-8311,Abandoned Calls,NA,28209,"NC 28209
(35.177888, -80.854231)"
1182215,09/08/2016 03:10:07 PM +0000,9/8/2016,9:23 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,864-624-2450,Prerecorded Voice,864-624-2450,48169,"MI 48169
(42.458803, -83.930388)"
1001158,05/25/2016 06:42:31 PM +0000,5/25/2016,1:10 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),610-743-3242,Live Voice,NA,44615,"OH 44615
(40.56483, -81.074834)"
1143460,08/17/2016 05:29:05 PM +0000,8/17/2016,10:45 AM,Phone,Wired,Telemarketing (including do not call and spoofing),800-405-7119,Abandoned Calls,800-405-7119,76226,"TX 76226
(33.110684, -97.161113)"
1146186,08/18/2016 06:32:00 PM +0000,8/18/2016,12:30 p.m.,Phone,Wired,Robocalls,NA,Abandoned Calls,763-400-3041,55124,"MN 55124
(44.743676, -93.203008)"
1000910,05/25/2016 05:31:50 PM +0000,5/25/2016,11:12 AM,Phone,Wired,Robocalls,254-294-3334,Prerecorded Voice,254-294-3334,74012,"OK 74012
(36.052775, -95.8072)"
1106725,07/27/2016 08:14:37 PM +0000,7/27/2016,12:00 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),NA,Live Voice,501-283-9985,95123,"CA 95123-4006
(37.242393, -121.841763)"
1000671,05/25/2016 04:17:26 PM +0000,5/25/2016,10:50 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),703-662-8905,Text Message,NA,20019,"DC 20019
(38.891575, -76.939259)"
1105894,07/27/2016 03:18:48 PM +0000,7/5/2016,12:17 p.m.,Phone,Wireless (cell phone/other mobile device),Robocalls,800-909-9505,Prerecorded Voice,NA,34120,"FL 34120-1670
(26.248511, -81.679892)"
1001487,05/25/2016 08:14:31 PM +0000,5/25/2016,3:00 PM,Phone,Wired,Robocalls,252-643-4753,Prerecorded Voice,NA,34203,"FL 34203
(27.443513, -82.513861)"
1001965,05/25/2016 10:41:03 PM +0000,5/23/2016,11:31 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,NA,Prerecorded Voice,315-207-4625,17019,"PA 17019
(40.093982, -77.020718)"
1000971,05/25/2016 05:50:11 PM +0000,2/15/2016,8:31 PM,Phone,Wired,Telemarketing (including do not call and spoofing),979-316-6012,Prerecorded Voice,NA,75033,"TX 75033
(33.175325, -96.848495)"
1001729,05/25/2016 09:32:59 PM +0000,5/25/2016,2:30 p.m.,Phone,Wired,Telemarketing (including do not call and spoofing),NA,Live Voice,NA,73107,"OK 73107
(35.483695, -97.573279)"
1106831,07/27/2016 08:48:28 PM +0000,7/27/2016,3:33 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),216-242-4110,Text Message,NA,14221,"NY 14221
(42.980424, -78.728009)"
1001289,05/25/2016 07:26:18 PM +0000,5/25/2016,1:51 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),202-827-6031,Live Voice,NA,29445,"SC 29445
(32.995694, -80.016363)"
1143131,08/17/2016 03:32:02 PM +0000,8/17/2016,8:21 a.m.,Phone,Internet (VOIP),Robocalls,208-456-9761,Prerecorded Voice,205-456-9761,80920,"CO 80920
(38.954627, -104.767469)"
1001478,05/25/2016 08:12:13 PM +0000,5/25/2016,10:22 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),904-207-7145,Prerecorded Voice,904-207-7145,76063,"TX 76063
(32.578382, -97.131634)"
1001455,05/25/2016 08:05:04 PM +0000,5/15/2016,1:39 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,925-997-3175,Abandoned Calls,NA,95860,"CA 95860
(38.582087, -121.50012)"
1106729,07/27/2016 08:17:03 PM +0000,7/27/2016,1:30 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),202-698-9094,Live Voice,NA,60123,"IL 60123
(42.038949, -88.311388)"
1107075,07/27/2016 09:53:21 PM +0000,7/27/2016,1:37 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),213-785-7683,Abandoned Calls,NA,95503,"CA 95503
(40.757005, -124.147251)"
1145455,08/18/2016 02:38:23 PM +0000,8/18/2016,9:33 AM,Phone,Wired,Telemarketing (including do not call and spoofing),864-214-6391,Live Voice,NA,32608,"FL 32608
(29.599968, -82.407157)"
1077662,07/10/2016 09:28:41 PM +0000,7/6/2016,10:32 AM,Phone,Wired,Telemarketing (including do not call and spoofing),567-443-3847,Prerecorded Voice,NA,49424,"MI 49424
(42.831004, -86.128575)"
1107812,07/28/2016 07:03:11 AM +0000,7/26/2016,1:54 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,310-562-3833,Abandoned Calls,NA,94510,"CA 94510
(38.076211, -122.148763)"
1145028,08/18/2016 02:12:58 AM +0000,8/17/2016,8:05 p.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),217-472-4120,Prerecorded Voice,NA,61520,"IL 61520
(40.550801, -90.03264)"
1181995,09/08/2016 12:42:51 PM +0000,9/2/2016,2:48 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),201-215-2749,Prerecorded Voice,NA,46613,"IN 46613
(41.654789, -86.251103)"
1106689,07/27/2016 08:02:27 PM +0000,7/27/2016,1:38 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,206-769-8487,Prerecorded Voice,NA,46324,"IN 46324
(41.583065, -87.502786)"
1000812,05/25/2016 05:05:44 PM +0000,5/25/2016,10:58 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),315-215-4553,Live Voice,NA,75684,"TX 75684
(32.26883, -94.943639)"
1106064,07/27/2016 04:37:56 PM +0000,7/27/2016,9:20 AM,Phone,Internet (VOIP),Telemarketing (including do not call and spoofing),205-900-3650,Live Voice,NA,83709,"ID 83709
(43.569622, -116.300487)"
1181997,09/08/2016 12:48:02 PM +0000,9/7/2016,NA,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),385-243-6121,Prerecorded Voice,NA,46613,"IN 46613
(41.654789, -86.251103)"
1001306,05/25/2016 07:31:09 PM +0000,5/20/2016,9:01 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,701-897-2533,Prerecorded Voice,701-897-2533,25403,"WV 25403
(39.484349, -77.996839)"
1000755,05/25/2016 04:43:08 PM +0000,5/25/2016,11:30 AM,Phone,Wired,Robocalls,321-221-8279,Prerecorded Voice,NA,3062,"NH 03062
(42.724275, -71.492434)"
1106762,07/27/2016 08:26:43 PM +0000,7/27/2016,2:10 PM,Phone,Wired,Telemarketing (including do not call and spoofing),316-530-8028,Live Voice,316-530-8028,76182,"TX 76182
(32.882315, -97.210915)"
1106832,07/27/2016 08:48:34 PM +0000,7/27/2016,3:15 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),443-218-2062,Prerecorded Voice,NA,21044,"MD 21044
(39.210791, -76.881075)"
1107252,07/27/2016 10:54:06 PM +0000,7/26/2016,8:40 PM,Phone,Wired,Telemarketing (including do not call and spoofing),415-231-0332,Prerecorded Voice,NA,92629,"CA 92629
(33.477429, -117.703973)"
1145377,08/18/2016 01:29:18 PM +0000,8/17/2016,11:43 PM,Phone,Internet (VOIP),Robocalls,800-255-1422,Abandoned Calls,NA,32081,"FL 32081
(30.101104, -81.428143)"
1146665,08/18/2016 08:54:19 PM +0000,8/18/2016,12:45 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),931-210-0127,Prerecorded Voice,931-210-0127,89117,"NV 89117
(36.142139, -115.281961)"
1001545,05/25/2016 08:35:34 PM +0000,3/16/2016,6:00 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),NA,Prerecorded Voice,888-964-6799,93704,"CA 93704
(36.797684, -119.801681)"
1000956,05/25/2016 05:43:08 PM +0000,5/24/2016,NA,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),NA,Live Voice,NA,98008,"WA 98008
(47.609515, -122.117365)"
1106336,07/27/2016 06:09:12 PM +0000,7/27/2016,11:55 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),727-919-2344,Prerecorded Voice,NA,73071,"OK 73071
(35.228574, -97.417519)"
1106296,07/27/2016 05:55:37 PM +0000,7/27/2016,11:30 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,844-307-2009,Prerecorded Voice,844-307-2009,74135,"OK 74135
(36.098265, -95.92363)"
1106502,07/27/2016 07:00:53 PM +0000,7/27/2016,10:50 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),618-377-5063,Live Voice,NA,95134,"CA 95134
(37.410635, -121.940949)"
1001494,05/25/2016 08:16:37 PM +0000,5/25/2016,3:00 PM,Phone,Internet (VOIP),Robocalls,610-657-1765,Prerecorded Voice,NA,33414,"FL 33414
(26.651487, -80.245873)"
1106290,07/27/2016 05:52:49 PM +0000,7/27/2016,12:07 PM,Phone,Internet (VOIP),Telemarketing (including do not call and spoofing),561-965-9235,Prerecorded Voice,NA,33467,"FL 33467
(26.593714, -80.173599)"
1002123,05/25/2016 11:47:57 PM +0000,5/24/2016,11:13 AM,Phone,Wired,Telemarketing (including do not call and spoofing),442-324-8046,Prerecorded Voice,442-324-8046,93711,"CA 93711
(36.830703, -119.832932)"
1107058,07/27/2016 09:47:41 PM +0000,7/27/2016,9:00 AM,Phone,Internet (VOIP),Robocalls,508-599-3648,Text Message,NA,34442,"FL 34442
(28.920494, -82.399485)"
1002124,05/25/2016 11:48:26 PM +0000,5/25/2016,10:46 a.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),425-383-1318,Live Voice,NA,98011,"WA 98011
(47.757791, -122.197147)"
1107170,07/27/2016 10:22:29 PM +0000,7/26/2016,12:49 p.m.,Phone,Wired,Robocalls,870-518-0093,Prerecorded Voice,NA,72761,"AR 72761
(36.174814, -94.483934)"
1106464,07/27/2016 06:49:09 PM +0000,7/27/2016,12:57 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),386-871-8369,Prerecorded Voice,NA,32137,"FL 32137
(29.582056, -81.249008)"
1001126,05/25/2016 06:34:50 PM +0000,5/25/2016,11:32 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),610-743-4769,Prerecorded Voice,NA,79119,"TX 79119
(35.118153, -102.002759)"
1105884,07/27/2016 03:14:27 PM +0000,7/27/2016,10:06 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,214-484-0848,Prerecorded Voice,NA,7030,"NJ 07030
(40.74546, -74.032447)"
1105893,07/27/2016 03:18:06 PM +0000,7/27/2016,9:45 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),321-710-8130,Abandoned Calls,NA,33716,"FL 33716
(27.877759, -82.652049)"
1107515,07/28/2016 12:42:24 AM +0000,7/27/2016,7:35 P.M.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),NA,Text Message,NA,33442,"FL 33442
(26.311546, -80.144314)"
1001267,05/25/2016 07:20:38 PM +0000,5/25/2016,1:16 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,610-743-3242,Prerecorded Voice,NA,8816,"NJ 08816
(40.430523, -74.40945)"
1001432,05/25/2016 07:58:38 PM +0000,5/25/2016,2:48 P.M.,Phone,Wired,Robocalls,142-370-5463,Autodialed Live Voice Call,142-370-5463,3062,"NH 03062
(42.724275, -71.492434)"
1182453,09/08/2016 04:44:07 PM +0000,9/8/2016,10:30 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),240-345-4134,Abandoned Calls,NA,78580,"TX 78580
(26.481448, -97.823123)"
1106984,07/27/2016 09:28:12 PM +0000,7/27/2016,4:20 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,502-414-0448,Autodialed Live Voice Call,NA,40359,"KY 40359
(38.489798, -84.827875)"
1107160,07/27/2016 10:18:20 PM +0000,7/27/2016,4:12 p.m.,Phone,Wireless (cell phone/other mobile device),Robocalls,206-391-7046,Prerecorded Voice,NA,72210,"AR 72210
(34.709108, -92.48596)"
1105855,07/27/2016 02:50:28 PM +0000,7/27/2016,9:45 a.m.,Phone,Wired,Telemarketing (including do not call and spoofing),931-253-1002,Prerecorded Voice,NA,22030,"VA 22030
(38.844553, -77.337993)"
1181998,09/08/2016 12:51:24 PM +0000,9/7/2016,10:06 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),314-317-0078,Prerecorded Voice,NA,46613,"IN 46613
(41.654789, -86.251103)"
1001334,05/25/2016 07:38:08 PM +0000,5/25/2016,11:30 AM,Phone,Wired,Telemarketing (including do not call and spoofing),570-587-0112,Live Voice,888-882-7930,45459,"OH 45459
(39.646101, -84.165261)"
1002376,05/26/2016 02:22:51 AM +0000,5/25/2016,6:00 p.m.,Phone,Wireless (cell phone/other mobile device),Robocalls,NA,Abandoned Calls,NA,92530,"CA 92530
(33.652316, -117.369097)"
1001447,05/25/2016 08:02:52 PM +0000,5/25/2016,10:16 a.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),803-619-6014,Live Voice,803-619-6014,75630,"TX 75630
(32.871842, -94.587635)"
1182294,09/08/2016 03:41:09 PM +0000,9/7/2016,NA,Phone,Wired,Telemarketing (including do not call and spoofing),NA,Live Voice,NA,18428,"PA 18428
(41.42555, -75.122558)"
1001322,05/25/2016 07:35:25 PM +0000,5/25/2016,1:26 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),816-718-7881,Live Voice,NA,64119,"MO 64119-4700
(39.182921, -94.537475)"
1056808,06/27/2016 05:30:29 PM +0000,5/23/2016,11:06 a.m.,Phone,Wired,Telemarketing (including do not call and spoofing),NA,Abandoned Calls,NA,26354,"WV 26354
(39.349746, -80.029804)"
1001024,05/25/2016 06:02:16 PM +0000,5/25/2016,11:42 a.m.,Phone,Internet (VOIP),Telemarketing (including do not call and spoofing),304-273-2586,Prerecorded Voice,NA,25262,"WV 25262
(38.902971, -81.81354)"
1002601,05/26/2016 05:53:51 AM +0000,5/25/2016,9:43 PM,Phone,Wired,Telemarketing (including do not call and spoofing),855-890-2144,Live Voice,NA,98512,"WA 98512
(46.96755, -123.020941)"
1002223,05/26/2016 12:41:46 AM +0000,5/25/2016,6:00 P.M.,Phone,Wired,Telemarketing (including do not call and spoofing),972-296-4031,Live Voice,NA,65560,"MO 65560
(37.519736, -91.429745)"
1182383,09/08/2016 04:23:52 PM +0000,9/8/2016,10:00 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),205-832-1076,Text Message,NA,67218,"KS 67218
(37.669168, -97.279733)"
1107317,07/27/2016 11:11:30 PM +0000,7/27/2016,5:07 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,215-647-0338,Abandoned Calls,215-647-0338,60615,"IL 60615
(41.801993, -87.602725)"
395044,07/10/2015 05:06:41 PM +0000,7/10/2015,11:01 AM,Phone,Wired,Telemarketing (including do not call and spoofing),814-347-6628,Live Voice,NA,16601,"PA 16601
(40.533435, -78.39462)"
