case_ID,wave,year,weight_wave,weight_aggregate,happening,cause_original,cause_other_text,cause_recoded,sci_consensus,worry,harm_personally,harm_US,harm_dev_countries,harm_future_gen,harm_plants_animals,when_harm_US,reg_CO2_pollutant,reg_utilities,fund_research,reg_coal_emissions,discuss_GW,hear_GW_media,gender,age,age_category,generation,educ,educ_category,minincome,income_category,race,ideology,party,party_w_leaners,party_x_ideo,registered_voter,region9,region4,religion,religion_other_nonchristian,evangelical,service_attendance,marit_status,employment,house_head,house_size,house_ages0to1,house_ages2to5,house_ages6to12,house_ages13to17,house_ages18plus,house_type,house_own
25023,12,7,0.5846,0.54608466,2,2,,4,1,1,0,0,0,0,0,6,4,3,3,2,1,3,1,65,3,4,9,2,20000,1,2,5,2,2,2,1,3,2,9,,2,2,3,5,2,1,0,0,0,0,1,1,1
25024,12,7,0.6033,0.56355264,3,1,,6,2,3,3,3,3,3,3,4,3,3,3,2,1,1,2,19,1,2,9,2,125000,3,3,3,5,4,-2,2,9,4,8,,3,1,5,7,1,6,0,0,1,0,5,1,1
25025,12,7,2.1668,2.02404421,3,3,both,5,1,2,2,2,2,4,4,3,3,3,4,3,3,4,2,24,1,2,11,3,85000,2,4,3,5,4,-2,5,8,4,15,,2,2,1,1,1,2,0,0,0,0,2,1,2
25026,12,7,0.7626,0.71235744,3,1,,6,4,3,4,4,4,4,4,4,2,2,3,4,2,5,1,30,1,2,9,2,50000,2,1,3,3,3,3,1,3,2,3,,2,3,5,1,2,1,0,0,0,0,1,1,1
25027,12,7,0.9968,0.93112759,3,1,,6,4,4,4,4,4,0,0,6,3,3,3,3,3,3,2,32,1,2,12,4,50000,2,1,4,1,1,5,1,5,3,1,,1,4,1,1,2,2,0,0,0,0,2,1,1
25028,12,7,0.68,0.6351994,2,2,,4,4,2,1,2,2,3,3,6,3,3,3,3,1,0,1,64,3,4,9,2,15000,1,2,5,2,2,2,1,2,1,15,,3,6,1,5,2,2,0,0,0,0,2,3,2
25029,12,7,1.0319,0.96391509,3,1,,6,4,3,4,4,4,4,4,6,3,4,4,2,1,3,1,43,2,3,10,3,150000,3,1,1,2,2,1,1,9,4,15,,2,1,1,1,2,2,0,0,0,0,2,2,1
25030,12,7,1.0173,0.95027698,3,1,,6,4,3,1,2,3,4,4,4,4,1,4,4,3,3,1,38,2,3,11,3,75000,2,1,1,3,3,3,1,7,3,15,,1,4,1,7,2,4,1,0,1,0,2,3,2
25031,12,7,0.723,0.67536642,3,2,,4,4,3,2,3,4,4,4,6,3,3,3,3,4,5,2,65,3,4,9,2,30000,1,1,4,1,1,5,1,9,4,4,,2,4,1,6,2,3,0,0,0,0,3,4,1
25032,12,7,1.266,1.18259182,1,4,,3,2,1,1,1,1,1,1,1,1,1,3,2,2,3,2,57,3,4,9,2,125000,3,4,5,1,1,5,1,9,4,11,,1,5,1,1,2,2,0,0,0,0,2,1,1
25033,12,7,1.2569,1.17409136,3,2,,4,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,23,1,2,10,3,85000,2,1,3,1,1,4,1,4,2,3,,2,5,5,1,2,2,0,0,0,0,2,1,1
25034,12,7,0.7359,0.68741653,3,3,Human activities & Natural changes,5,4,3,3,4,4,4,4,6,3,4,4,3,2,5,1,55,3,4,10,3,85000,2,1,2,2,2,1,1,3,2,3,,2,5,6,1,2,2,0,0,0,0,2,1,1
25035,12,7,1.1522,1.07628934,2,2,,4,1,2,3,3,3,3,3,1,3,3,3,3,1,3,1,55,3,4,7,1,30000,1,2,3,2,2,2,2,3,2,1,,2,1,3,4,1,12,0,0,0,0,12,3,2
25036,12,7,0.4006,0.37420718,1,2,,4,4,3,2,3,4,3,2,3,2,2,1,2,2,3,1,63,3,4,10,3,5000,1,3,4,5,4,-2,2,7,3,1,,1,2,4,5,2,1,0,0,0,0,1,1,3
25037,12,7,0.9151,0.85481025,3,3,natural but exacerbated by human activity,5,4,2,1,2,2,3,3,2,3,2,4,2,1,4,2,44,2,3,12,4,40000,1,1,2,4,3,3,1,9,4,2,,2,5,1,1,2,3,0,0,1,0,2,1,2
25038,12,7,0.7918,0.73963365,3,1,,6,4,4,3,3,3,3,3,6,4,4,4,4,3,4,1,63,3,4,10,3,60000,2,2,1,2,2,1,1,3,2,1,,2,4,1,6,1,2,0,0,0,0,2,1,1
25039,12,7,0.8142,0.76055787,2,1,,6,4,2,2,2,2,4,3,2,3,3,3,3,2,2,2,49,2,3,9,2,100000,3,1,3,1,1,4,1,2,1,3,,2,2,1,1,2,6,0,0,0,0,6,2,1
25040,12,7,1.0854,1.01389034,3,1,,6,4,3,4,4,4,4,4,4,4,2,4,4,2,3,2,31,1,2,10,3,60000,2,1,3,2,2,2,1,6,3,3,,2,5,1,1,2,3,0,1,0,0,2,1,1
25041,12,7,0.7124,0.66546478,3,3,Both,5,4,3,2,2,3,4,3,6,2,2,3,3,2,5,2,51,2,4,9,2,60000,2,1,3,3,1,4,1,6,3,3,,2,2,1,7,2,3,0,0,1,0,2,1,1
25042,12,7,1.0207,0.95345298,3,1,,6,1,3,2,2,3,3,4,5,3,3,3,3,1,1,2,32,1,2,12,4,50000,2,1,2,3,3,3,1,2,1,2,,2,4,5,1,2,1,0,0,0,0,1,3,2
25043,12,7,2.2062,2.06084841,3,1,,6,1,4,3,3,3,3,3,5,2,2,2,3,2,3,2,21,1,2,9,2,40000,1,4,2,3,2,1,4,7,3,12,,2,3,5,4,1,4,0,0,0,0,4,1,1
25044,12,7,0.6396,0.59746108,3,2,,4,2,2,1,2,3,3,4,2,3,3,2,3,1,4,1,78,3,5,9,2,30000,1,1,3,2,2,2,1,8,4,2,,2,4,1,5,2,2,0,0,0,0,2,1,1
25045,12,7,0.546,0.51002775,3,1,,6,4,4,2,2,2,4,4,5,4,4,4,4,3,5,2,66,3,4,9,2,15000,1,1,2,3,2,1,1,5,3,13,,2,1,1,5,2,2,0,0,0,0,2,1,1
25046,12,7,0.8387,0.78344373,3,1,,6,1,2,2,2,3,3,3,6,4,3,4,3,2,5,2,49,2,3,9,2,15000,1,1,2,2,2,1,1,5,3,14,,2,2,2,6,2,2,0,0,0,1,1,1,1
25047,12,7,1.6123,1.50607646,3,1,,6,4,4,4,4,4,4,4,4,4,3,4,4,3,4,1,52,2,4,11,3,40000,1,4,3,2,2,2,1,7,3,3,,2,3,6,1,1,2,0,0,0,0,2,1,2
25048,12,7,1.0034,0.93729276,3,2,,4,1,4,3,4,4,4,4,6,3,3,3,3,2,4,2,68,3,4,9,2,25000,1,4,3,3,3,3,1,8,4,3,,3,3,2,5,2,5,0,0,2,0,3,1,2
25049,12,7,1.1628,1.08619097,2,4,,3,1,1,0,0,0,0,0,1,2,2,2,2,1,0,1,59,3,4,9,2,5000,1,2,2,5,4,-2,4,5,3,15,,3,1,3,6,2,1,0,0,0,0,1,3,2
25050,12,7,1.2564,1.1736243,3,1,,6,1,3,0,0,0,0,0,3,3,3,3,3,1,0,1,50,2,3,6,1,0,1,1,1,5,4,-2,2,2,1,14,,2,1,6,6,2,3,0,0,1,0,2,3,2
25051,12,7,0.8366,0.78148209,1,1,,6,4,1,2,2,2,2,2,1,3,3,2,2,1,4,2,46,2,3,11,3,100000,3,1,4,1,1,5,1,5,3,1,,1,3,1,1,2,7,0,0,2,1,4,1,1
25052,12,7,1.8383,1.71718685,2,1,,6,2,2,3,2,2,2,2,2,1,4,4,3,2,0,2,21,1,2,9,2,75000,2,4,4,2,2,2,1,2,1,3,,2,1,5,2,1,5,0,1,0,0,4,3,2
25053,12,7,0.7618,0.71161015,2,2,,4,2,2,1,2,2,2,2,1,2,2,1,2,3,4,2,77,3,5,13,4,125000,3,1,4,1,1,5,1,8,4,2,,2,6,1,5,2,2,0,0,0,0,2,1,1
25054,12,7,0.9796,0.91506078,3,1,,6,4,3,2,2,2,4,3,5,2,3,4,3,1,3,2,34,1,2,14,4,75000,2,1,3,3,2,2,1,3,2,2,,2,5,1,1,2,3,1,0,0,0,2,1,1
25055,12,7,1.6747,1.56436535,2,2,,4,4,3,2,3,4,4,4,5,2,2,3,2,3,4,2,18,1,1,7,1,125000,3,1,5,1,1,5,2,6,3,3,,2,5,5,1,1,5,0,0,0,0,5,1,1
25056,12,7,1.0305,0.96260733,3,1,,6,4,2,2,2,2,2,2,6,3,3,3,3,2,4,1,55,3,4,10,3,35000,1,1,3,2,2,2,5,4,2,3,,2,2,1,1,2,2,0,0,0,0,2,1,2
25058,12,7,2.0345,1.90046056,3,1,,6,4,3,3,3,3,4,4,6,4,4,4,4,3,4,1,18,1,1,7,1,100000,3,1,3,3,3,3,1,2,1,3,,2,5,5,4,1,5,0,0,0,2,3,1,1
25059,12,7,0.895,0.8360345,3,1,,6,4,4,4,4,4,4,4,6,4,4,4,4,3,3,2,64,3,4,10,3,50000,2,2,3,2,2,2,1,3,2,1,,1,6,6,1,2,2,0,0,0,0,2,1,1
25060,12,7,0.786,0.73421578,3,1,,6,4,3,3,4,4,4,4,6,4,3,4,4,2,4,1,52,2,4,13,4,175000,3,1,1,2,2,1,1,1,1,2,,2,2,1,1,2,2,0,0,0,0,2,1,1
25061,12,7,1.6105,1.50439505,2,4,,3,1,1,0,0,0,0,0,1,1,1,1,1,1,0,2,23,1,2,5,1,20000,1,4,2,5,4,-2,2,3,2,3,,2,2,1,7,2,6,1,1,1,1,2,1,2
25062,12,7,0.9796,0.91506078,3,1,,6,1,3,2,3,4,4,4,5,3,2,3,3,2,3,2,43,2,3,13,4,175000,3,1,3,2,2,2,1,3,2,3,,2,4,1,1,2,5,0,1,2,0,2,1,1
25063,12,7,1.1286,1.05424418,3,1,,6,4,3,4,4,0,0,0,6,3,4,4,4,2,3,2,33,1,2,13,4,75000,2,1,2,2,2,1,2,9,4,15,,2,1,1,1,2,3,0,1,0,0,2,2,2
25064,12,7,1.0111,0.94448546,3,2,,4,2,3,1,2,2,3,3,2,2,1,3,1,2,4,2,39,2,3,12,4,50000,2,1,3,3,3,3,1,8,4,13,,2,2,1,7,2,3,0,0,1,0,2,3,2
25065,12,7,1.168,1.09104838,3,1,,6,4,3,3,3,3,4,4,6,3,3,3,4,3,5,2,47,2,3,5,1,85000,2,1,4,3,2,2,1,4,2,11,,1,6,1,1,2,3,0,0,0,1,2,1,1
25067,12,7,2.2437,2.09587778,3,1,,6,4,3,1,3,4,4,4,3,3,3,4,4,3,5,1,57,3,4,14,4,100000,3,3,1,2,2,1,2,1,1,13,,2,2,5,1,2,1,0,0,0,0,1,2,1
25068,12,7,0.6266,0.58531756,1,2,,4,3,1,1,1,3,3,1,1,1,1,1,1,1,4,1,48,2,3,9,2,50000,2,1,4,1,1,5,1,4,2,11,,2,2,1,2,2,2,0,0,0,0,2,1,1
25069,12,7,1.1051,1.03229244,3,1,,6,4,3,3,3,3,4,4,5,3,4,4,3,2,5,2,27,1,2,13,4,175000,3,1,3,2,2,2,1,7,3,2,,2,3,6,1,1,2,0,0,0,0,2,1,1
25070,12,7,0.9342,0.87265188,1,2,,4,2,1,2,2,2,2,2,1,2,2,2,2,1,3,1,37,2,3,13,4,150000,3,1,5,1,1,5,1,7,3,3,,2,5,1,1,2,2,0,0,0,0,2,1,1
25071,12,7,0.9476,0.88516905,3,1,,6,4,3,3,3,4,4,4,5,4,3,4,4,2,4,1,38,2,3,13,4,175000,3,1,2,2,2,1,1,9,4,5,,2,3,5,1,2,1,0,0,0,0,1,1,1
25072,12,7,0.6007,0.56112394,1,2,,4,2,1,2,2,4,3,3,1,3,1,1,1,1,3,1,61,3,4,10,3,40000,1,1,5,1,1,5,1,2,1,9,,1,5,1,2,2,3,0,0,0,0,3,1,1
25073,12,7,0.7793,0.72795719,3,3,caused by numerous things,2,4,2,2,2,2,4,4,6,3,1,3,3,1,2,2,53,2,4,12,4,125000,3,1,1,1,1,4,1,8,4,15,,2,1,3,1,2,2,0,0,0,0,2,1,1
25074,12,7,0.9808,0.91618172,1,1,,6,4,2,1,2,2,3,3,3,3,3,-1,3,1,3,1,39,2,3,9,2,100000,3,1,3,1,1,4,1,8,4,4,,2,5,1,1,2,4,0,0,0,2,2,1,1
25075,12,7,0.7326,0.68433394,3,2,,4,2,3,1,3,3,4,4,3,3,3,3,2,2,3,2,71,3,5,10,3,60000,2,1,4,3,3,3,1,7,3,3,,2,5,1,5,2,2,0,0,0,0,2,1,1
25076,12,7,2.0727,1.93614382,1,3,caused by government spraying,2,2,1,1,1,1,1,1,1,1,1,1,1,2,5,1,30,1,2,10,3,40000,1,3,3,3,3,3,1,3,2,6,,2,4,1,1,1,4,0,0,0,0,4,1,1
25077,12,7,0.3583,0.33469404,3,1,,6,2,3,3,3,3,4,4,5,4,3,3,3,2,0,2,64,3,4,14,4,50000,2,3,3,2,2,2,5,1,1,1,,3,5,5,5,2,2,0,0,0,0,2,3,1
25080,12,7,0.6302,0.58868039,3,2,,4,4,3,2,3,3,3,3,2,2,1,3,3,3,4,2,63,3,4,9,2,40000,1,1,3,2,2,2,1,5,3,3,,2,1,1,7,2,4,0,1,1,0,2,1,1
25081,12,7,1.0916,1.01968186,3,2,,4,2,3,4,4,4,4,4,6,4,3,4,4,3,4,2,56,3,4,13,4,100000,3,2,1,3,2,1,1,2,1,2,,2,2,3,6,2,1,0,0,0,0,1,4,1
25082,12,7,0.92,0.85938742,3,1,,6,1,1,0,0,0,0,0,1,3,1,3,3,2,0,2,64,3,4,10,3,40000,1,2,3,2,2,2,1,5,3,9,,1,6,1,6,2,3,0,0,0,0,3,1,2
25083,12,7,3.4842,3.25464963,3,1,,6,4,4,3,0,0,0,4,6,3,4,3,4,2,4,2,20,1,2,10,3,175000,3,3,3,5,4,-2,2,9,4,15,,2,1,5,7,2,4,0,0,0,0,4,1,1
25084,12,7,1.3999,1.30767006,3,1,,6,4,3,2,2,2,4,4,4,3,2,3,2,2,5,2,34,1,2,8,1,30000,1,1,1,2,2,1,1,2,1,15,,2,1,1,7,1,2,0,0,0,0,2,1,1
25086,12,7,1.455,1.35913989,1,2,,4,2,1,1,1,3,2,2,1,3,1,2,2,2,2,1,34,1,2,8,1,60000,2,1,3,1,1,4,1,8,4,15,,2,1,1,1,2,4,0,0,2,0,2,1,1
25087,12,7,0.6994,0.65332127,2,1,,6,1,2,1,2,2,2,2,2,3,3,3,2,2,3,1,56,3,4,9,2,100000,3,1,3,3,3,3,2,3,2,15,,2,1,1,4,2,2,0,0,0,0,2,1,1
25088,12,7,0.7294,0.68134477,3,1,,6,4,3,3,4,4,4,4,6,3,3,3,3,2,4,2,59,3,4,9,2,50000,2,1,3,2,2,2,1,2,1,3,,2,3,2,5,1,5,0,2,0,0,3,1,2
25090,12,7,1.3426,1.25414517,3,3,i believe it naturally wouod occur  this is oroven from past  hiwever  i believe humans are expiditing the process,5,4,2,1,1,1,4,2,2,4,3,4,3,2,4,1,26,1,2,12,4,175000,3,1,2,2,2,1,1,2,1,3,,2,3,6,1,1,4,0,0,0,0,4,1,1
25091,12,7,0.674,0.6295947,3,1,,6,4,3,3,3,4,4,4,6,4,4,4,4,2,5,1,64,3,4,12,4,100000,3,1,1,2,2,1,1,8,4,5,,2,1,1,5,2,2,0,0,0,0,2,1,1
25093,12,7,0.9862,0.92122595,3,2,,4,1,1,0,3,3,3,3,1,3,3,3,4,1,3,2,50,2,3,9,2,40000,1,1,3,5,4,-2,1,7,3,1,,1,1,1,6,2,3,0,0,0,0,3,4,1
25094,12,7,0.822,0.76784398,3,1,,6,1,3,4,4,4,4,4,6,4,4,4,3,2,3,2,38,2,3,9,2,25000,1,1,3,2,2,2,1,4,2,9,,1,3,1,1,2,3,0,0,0,1,2,1,2
25095,12,7,1.4838,1.38604246,2,4,,3,4,3,3,3,3,3,3,1,1,1,1,4,3,3,2,38,2,3,9,2,0,1,2,-1,-1,-1,-1,-1,3,2,1,,3,6,4,6,2,5,0,2,0,2,1,3,2
25096,12,7,0.7683,0.71768191,3,3,a combination of factors,5,4,2,2,2,2,2,2,6,3,2,4,2,2,5,2,55,3,4,13,4,85000,2,1,3,4,3,3,1,5,3,1,,3,5,1,1,2,2,0,0,0,0,2,1,1
25098,12,7,1.1316,1.05704653,3,1,,6,4,4,2,3,4,4,4,5,4,4,4,4,3,4,2,28,1,2,13,4,125000,3,1,2,2,2,1,1,1,1,3,,2,2,1,1,2,2,0,0,0,0,2,1,1
25099,12,7,0.5869,0.54823313,3,1,,6,4,3,2,2,1,4,4,6,4,3,4,4,3,4,2,36,2,3,12,4,175000,3,3,1,3,2,1,1,8,4,14,,2,1,1,1,1,5,0,0,0,0,5,1,1
25100,12,7,0.9796,0.91506078,3,1,,6,2,3,2,2,3,3,3,2,3,3,3,3,2,3,2,34,1,2,12,4,100000,3,1,2,2,2,1,1,3,2,2,,2,3,1,1,2,2,0,0,0,0,2,1,2
25101,12,7,0.9932,0.92776477,3,1,,6,2,3,3,3,3,4,4,6,4,4,4,3,3,3,2,29,1,2,12,4,60000,2,1,2,2,2,1,1,3,2,13,,2,2,6,1,1,2,0,0,0,0,2,2,1
25102,12,7,0.585,0.54645831,3,1,,6,4,3,2,2,2,4,4,4,4,4,4,4,3,5,1,67,3,4,13,4,100000,3,1,1,2,2,1,1,4,2,3,,2,4,1,2,2,2,0,0,0,0,2,1,1
25103,12,7,0.497,0.46425603,1,2,,4,2,2,1,1,1,2,3,2,3,1,3,2,1,3,2,44,2,3,10,3,60000,2,3,4,3,1,5,1,3,2,2,,2,2,3,1,1,4,0,0,1,1,2,1,1
25104,12,7,0.6777,0.63305093,3,1,,6,2,3,2,2,2,4,4,4,4,4,4,3,1,3,1,57,3,4,10,3,30000,1,1,2,2,2,1,1,5,3,1,,2,1,3,4,1,4,0,0,0,0,4,1,1
25105,12,7,0.9105,0.85051331,2,2,,4,2,2,2,2,2,2,2,2,4,4,4,3,1,5,2,30,1,2,13,4,35000,1,1,4,3,1,5,1,5,3,2,,1,6,5,1,1,1,0,0,0,0,1,3,2
25106,12,7,1.0703,0.99978517,1,1,,6,1,2,0,0,0,3,3,2,4,4,4,4,1,4,1,18,1,1,9,2,60000,2,1,3,2,2,2,2,3,2,3,,2,2,5,1,1,4,0,0,0,2,2,1,1
25107,12,7,0.6843,0.6392161,3,2,,4,1,2,1,1,2,2,2,2,4,4,4,3,2,3,2,62,3,4,9,2,125000,3,1,3,4,3,3,1,4,2,3,,2,1,1,5,2,2,0,0,0,0,2,1,1
25108,12,7,1.4612,1.36493142,3,1,,6,4,3,2,2,3,4,4,3,4,3,3,4,2,2,2,54,2,4,10,3,175000,3,1,4,1,1,5,1,1,1,3,,2,2,1,2,2,4,0,0,0,1,3,1,1
25109,12,7,0.8316,0.7768115,2,2,,4,1,2,0,0,0,0,0,1,3,3,3,4,3,0,2,68,3,4,9,2,10000,1,1,3,3,2,2,1,8,4,2,,3,3,4,5,2,1,0,0,0,0,1,1,1
25111,12,7,1.0042,0.93804006,3,3,I think it is caused my human activities AND natural changes in the environment,5,1,2,2,2,2,2,2,4,3,2,3,3,1,2,2,27,1,2,12,4,50000,2,1,5,1,1,5,1,9,4,4,,2,5,1,7,1,4,0,2,0,0,2,1,2
25112,12,7,1.1127,1.03939172,2,1,,6,4,2,2,3,3,4,4,4,3,3,3,3,1,3,2,41,2,3,13,4,150000,3,1,3,3,1,4,1,5,3,3,,2,3,1,1,2,5,1,1,1,0,2,2,1
25113,12,7,0.7118,0.66490431,3,1,,6,4,3,0,0,0,0,0,6,3,3,3,4,1,4,1,54,2,4,9,2,60000,2,1,3,2,2,2,1,5,3,1,,1,2,1,1,2,2,0,0,0,0,2,1,1
25114,12,7,0.9113,0.85126061,3,1,,6,4,4,4,4,4,4,4,6,4,4,4,4,3,4,1,30,1,2,10,3,50000,2,1,1,4,3,3,1,5,3,13,,2,3,1,1,2,2,0,0,0,0,2,2,2
25115,12,7,0.7754,0.72431414,3,1,,6,4,4,4,4,4,4,4,6,4,4,4,4,3,5,2,58,3,4,14,4,175000,3,1,1,2,2,1,1,5,3,2,,2,5,1,1,2,2,0,0,0,0,2,2,1
25116,12,7,1.3576,1.26815692,1,2,,4,2,1,1,1,1,1,1,1,1,1,1,1,3,5,2,64,3,4,9,2,125000,3,1,4,1,1,5,1,2,1,2,,2,6,1,5,2,2,0,0,0,0,2,1,1
25117,12,7,0.4927,0.46023933,3,1,,6,4,2,2,2,4,3,4,6,4,4,4,3,1,3,1,24,1,2,9,2,20000,1,3,3,5,4,-2,4,3,2,11,,2,5,1,6,2,3,0,1,0,0,2,3,2
25118,12,7,0.4901,0.45781063,3,2,,4,1,1,1,2,3,3,4,1,3,1,2,2,1,1,1,89,3,6,9,2,10000,1,1,4,2,2,2,1,2,1,1,,1,5,2,5,2,1,0,0,0,0,1,3,2
25119,12,7,1.2239,1.14326551,3,1,,6,4,2,3,3,4,4,4,5,4,4,4,4,3,3,1,82,3,5,6,1,20000,1,1,4,2,2,2,1,2,1,2,,1,4,1,5,2,2,0,0,0,0,2,3,2
25120,12,7,0.7519,0.7023624,1,4,,3,2,1,1,1,1,1,2,1,2,2,2,1,1,3,2,48,2,3,11,3,60000,2,1,5,1,1,5,1,4,2,11,,1,6,1,1,2,4,0,0,2,0,2,1,1
25121,12,7,1.4817,1.38408081,3,1,,6,2,4,0,4,4,4,4,6,4,3,4,4,3,3,2,50,2,3,8,1,35000,1,4,4,2,2,2,5,5,3,9,,1,4,1,7,2,5,0,0,0,1,4,1,2
25123,12,7,1.1876,1.10935707,3,1,,6,4,4,4,4,4,4,4,6,3,4,4,4,4,4,1,51,2,4,10,3,100000,3,2,3,-1,-1,-1,1,2,1,11,,-1,-1,1,1,2,2,0,0,0,0,2,2,1
25125,12,7,1.2442,1.16222808,3,1,,6,4,2,2,2,3,3,3,6,3,3,3,3,2,3,2,47,2,3,9,2,50000,2,1,1,3,2,1,1,2,1,15,,2,2,1,2,1,3,0,0,0,0,3,1,1
25126,12,7,0.7431,0.69414217,1,2,,4,2,1,1,2,2,2,2,1,1,1,1,1,1,0,2,67,3,4,10,3,50000,2,1,4,1,1,5,1,9,4,3,,3,3,1,5,2,2,0,0,0,0,2,1,1
25127,12,7,0.751,0.70152169,1,2,,4,3,2,1,1,1,2,2,1,3,1,2,1,3,0,2,73,3,5,12,4,150000,3,1,3,3,3,3,1,6,3,5,,2,3,1,5,2,2,0,0,0,0,2,1,1
25128,12,7,1.804,1.68514664,2,4,,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,32,1,2,1,1,7500,1,1,5,5,4,-2,-1,9,4,-1,,-1,-1,4,7,1,1,0,0,0,0,1,5,3
25129,12,7,3.2522,3.03793454,3,1,,6,4,3,3,3,3,3,3,6,3,2,3,3,2,3,2,30,1,2,13,4,125000,3,3,4,3,3,3,2,2,1,15,,3,1,1,1,2,4,0,1,0,0,3,1,1
25130,12,7,1.2406,1.15886526,3,1,,6,4,3,2,2,3,4,4,5,3,3,3,3,2,3,2,43,2,3,10,3,75000,2,1,3,2,2,2,1,2,1,14,,2,1,1,1,2,4,0,0,1,1,2,1,1
25131,12,7,0.8295,0.77484986,3,1,,6,4,3,2,3,4,4,4,6,4,4,4,4,3,4,2,68,3,4,10,3,100000,3,1,1,2,2,1,1,9,4,13,,2,1,6,5,2,2,0,0,0,0,2,1,1
25132,12,7,0.6758,0.63127611,1,1,,6,4,1,1,1,1,2,2,2,3,3,3,2,2,4,1,53,2,4,13,4,100000,3,1,4,3,1,5,1,3,2,11,,1,5,1,1,2,2,0,0,0,0,2,1,1
25134,12,7,0.6758,0.63127611,1,3,earth has been here for 5 billion years and will be here for another 5 billion.  150 years of industrial can not make that change,4,2,1,1,1,1,1,2,1,2,1,1,1,1,0,1,56,3,4,12,4,175000,3,1,5,4,1,5,1,3,2,3,,2,5,1,1,2,3,0,0,0,0,3,1,1
25135,12,7,0.8899,0.83127051,3,1,,6,4,3,2,2,2,2,3,3,4,3,3,3,2,3,1,56,3,4,10,3,7500,1,1,3,2,2,2,1,7,3,13,,2,1,2,4,1,2,0,0,0,0,2,1,1
25136,12,7,1.5809,1.47674519,2,1,,6,4,3,3,3,3,3,3,6,3,2,3,2,1,3,2,32,1,2,12,4,100000,3,2,3,2,2,2,1,2,1,1,,1,6,1,1,2,3,0,0,0,1,2,2,2
25137,12,7,0.8366,0.78148209,1,2,,4,2,1,1,1,1,1,1,1,1,1,1,1,3,5,2,54,2,4,10,3,175000,3,1,5,1,1,5,1,7,3,3,,2,6,1,2,2,3,0,0,0,0,3,1,1
25140,12,7,0.7008,0.65462903,3,1,,6,4,3,3,3,3,4,4,4,3,4,4,3,2,3,2,29,1,2,9,2,10000,1,1,3,2,2,2,5,3,2,13,,2,1,5,1,1,1,0,0,0,0,1,3,3
25141,12,7,0.796,0.74355694,3,1,,6,1,3,3,3,3,3,4,6,2,2,3,3,1,1,2,28,1,2,9,2,20000,1,1,3,1,1,4,2,5,3,1,,1,6,1,7,2,5,0,0,1,2,2,1,1
25142,12,7,0.6218,0.5808338,3,2,,4,4,2,2,0,3,4,4,6,3,3,3,3,2,4,1,76,3,5,9,2,50000,2,1,3,2,2,2,1,5,3,2,,2,3,2,5,2,1,0,0,0,0,1,1,1
25143,12,7,1.5439,1.44218287,3,1,,6,1,3,0,4,0,4,4,6,3,2,4,3,3,3,2,39,2,3,13,4,75000,2,2,2,2,2,1,1,6,3,11,,2,4,1,1,2,4,0,1,0,0,3,1,2
25144,12,7,1.1393,1.06423923,3,1,,6,2,4,4,4,4,4,4,6,4,4,4,4,3,5,2,44,2,3,13,4,100000,3,1,3,3,3,3,1,2,1,5,,2,3,1,7,2,4,0,0,2,0,2,1,1
25146,12,7,1.0651,0.99492777,3,1,,6,4,3,3,3,3,4,4,4,3,3,4,3,3,4,1,52,2,4,12,4,150000,3,2,3,3,3,3,1,5,3,11,,2,2,1,1,2,2,0,0,0,0,2,2,2
25148,12,7,0.6612,0.617638,1,2,,4,2,2,1,1,1,2,2,1,3,2,3,3,2,4,2,78,3,5,12,4,85000,2,1,4,1,1,5,1,3,2,2,,2,5,1,5,2,2,0,0,0,0,2,2,1
25149,12,7,1.068,0.9976367,3,1,,6,4,3,4,3,3,4,2,2,3,4,4,3,2,5,1,67,3,4,13,4,125000,3,4,2,3,2,1,1,2,1,3,,2,1,1,4,2,2,0,0,0,0,2,3,1
25150,12,7,0.8178,0.76392069,3,2,,4,4,3,2,2,2,3,3,5,3,3,3,3,2,3,2,65,3,4,10,3,75000,2,1,3,1,1,4,2,7,3,2,,1,5,1,2,2,2,0,0,0,0,2,1,1
25151,12,7,0.7,0.65388174,2,2,,4,1,2,3,3,3,4,4,2,3,3,4,3,2,4,2,58,3,4,9,2,175000,3,1,4,1,1,5,1,3,2,2,,1,5,1,1,1,2,0,0,0,0,2,1,1
25152,12,7,1.3742,1.28366326,3,1,,6,2,3,2,4,4,4,4,4,4,4,4,3,2,3,1,74,3,5,10,3,10000,1,4,3,2,2,2,1,8,4,3,,2,2,3,5,1,2,0,1,0,0,1,1,3
25153,12,7,0.875,0.81735217,3,1,,6,1,4,3,3,3,4,4,6,3,3,3,3,3,3,2,62,3,4,10,3,12500,1,1,2,2,2,1,2,9,4,11,,2,2,2,1,1,2,0,0,0,0,2,1,1
25154,12,7,0.5953,0.55607971,3,1,,6,4,3,2,2,3,4,4,6,4,4,4,4,3,5,1,73,3,5,13,4,60000,2,1,2,3,2,1,1,5,3,2,,2,2,1,5,2,2,0,0,0,0,2,2,1
25155,12,7,0.6447,0.60222508,3,1,,6,2,3,2,3,2,4,3,3,3,3,3,2,2,5,2,57,3,4,9,2,30000,1,1,3,2,2,2,2,5,3,2,,2,1,1,1,2,2,0,0,0,0,2,1,1
